Date,Close,Volume,Open,High,Low,stock
3/18/2022,$350.09 ,6790828,$346.70 ,$352.74 ,$342.49 ,MA
3/17/2022,$346.44 ,3244218,$341.60 ,$346.88 ,$339.75 ,MA
3/16/2022,$344.68 ,4340750,$341.99 ,$350.94 ,$336.68 ,MA
3/15/2022,$335 ,3738901,$332.42 ,$338.38 ,$331.21 ,MA
3/14/2022,$328.59 ,4122885,$329.10 ,$336.88 ,$327.26 ,MA
3/11/2022,$324.79 ,2987773,$330.03 ,$330.97 ,$324.03 ,MA
3/10/2022,$324.59 ,3771285,$321.94 ,$326.12 ,$319.75 ,MA
3/9/2022,$328.13 ,4016060,$323.15 ,$329.45 ,$321.11 ,MA
3/8/2022,$314.33 ,5048201,$311.39 ,$324.73 ,$305.61 ,MA
3/7/2022,$312.92 ,6874263,$329.58 ,$329.80 ,$312.11 ,MA
3/4/2022,$330.76 ,4671397,$336.90 ,$338.83 ,$324 ,MA
3/3/2022,$340.99 ,3975906,$347.63 ,$349.50 ,$340.70 ,MA
3/2/2022,$344.09 ,4997890,$342.96 ,$348.32 ,$338.69 ,MA
3/1/2022,$344.48 ,5894169,$357.85 ,$361.58 ,$341.22 ,MA
2/28/2022,$360.82 ,4952437,$362.19 ,$365.36 ,$355.66 ,MA
2/25/2022,$369.09 ,3817947,$367.22 ,$372.59 ,$361.70 ,MA
2/24/2022,$369.38 ,7424971,$345.94 ,$370.54 ,$341.31 ,MA
2/23/2022,$361.23 ,3802450,$371.97 ,$373.56 ,$360.13 ,MA
2/22/2022,$368.29 ,3897893,$365 ,$374.32 ,$363.80 ,MA
2/18/2022,$369.95 ,4083825,$374.51 ,$374.81 ,$369 ,MA
2/17/2022,$373.70 ,3972495,$378.60 ,$381.29 ,$372.17 ,MA
2/16/2022,$382.93 ,3424788,$379.96 ,$385 ,$376.78 ,MA
2/15/2022,$381.54 ,5800709,$374.58 ,$383.07 ,$373.40 ,MA
2/14/2022,$374.16 ,3678394,$368.82 ,$377.29 ,$366.76 ,MA
2/11/2022,$369.77 ,4345551,$377.86 ,$380.90 ,$367.64 ,MA
2/10/2022,$374.39 ,3994988,$371.72 ,$380 ,$370.56 ,MA
2/9/2022,$381.37 ,5492834,$385.60 ,$388.45 ,$380.60 ,MA
2/8/2022,$374.37 ,5825322,$377.54 ,$379.77 ,$370.54 ,MA
2/7/2022,$376.13 ,4767606,$382.20 ,$382.40 ,$373.31 ,MA
2/4/2022,$382.20 ,6045366,$387.57 ,$388.15 ,$376.41 ,MA
2/3/2022,$390.07 ,4209203,$388.54 ,$392.94 ,$386.49 ,MA
2/2/2022,$396.75 ,6115014,$389.29 ,$399.92 ,$382.75 ,MA
2/1/2022,$392.06 ,5841117,$385.76 ,$395.50 ,$382.42 ,MA
1/31/2022,$386.38 ,6345160,$378.68 ,$386.55 ,$376.29 ,MA
1/28/2022,$382.51 ,8813402,$359.05 ,$382.77 ,$355.38 ,MA
1/27/2022,$350.53 ,8417289,$349.08 ,$359.63 ,$334.33 ,MA
1/26/2022,$344.66 ,7438611,$343.36 ,$354.77 ,$341.25 ,MA
1/25/2022,$338.76 ,6994447,$343.32 ,$347.04 ,$333.39 ,MA
1/24/2022,$349.42 ,7474532,$342.57 ,$350.10 ,$330.59 ,MA
1/21/2022,$355.08 ,4867051,$362.50 ,$368.13 ,$354.11 ,MA
1/20/2022,$364 ,5043173,$361.83 ,$373.07 ,$361.67 ,MA
1/19/2022,$360.73 ,4464820,$362.41 ,$369.30 ,$359.71 ,MA
1/18/2022,$366.30 ,4934283,$370.79 ,$372.14 ,$365.20 ,MA
1/14/2022,$372.14 ,4029901,$364.32 ,$374.78 ,$364.15 ,MA
1/13/2022,$369.52 ,3892898,$368.61 ,$377.68 ,$367.88 ,MA
1/12/2022,$367.31 ,5783149,$368.94 ,$372.12 ,$367.07 ,MA
1/11/2022,$366.29 ,4131287,$363.53 ,$368.06 ,$356.09 ,MA
1/10/2022,$363.91 ,6009380,$370.91 ,$370.91 ,$348.77 ,MA
1/7/2022,$369.65 ,4551189,$366.39 ,$371.79 ,$364.11 ,MA
1/6/2022,$370 ,4781145,$368.69 ,$374.22 ,$366.50 ,MA
1/5/2022,$373.90 ,5976597,$374 ,$382.50 ,$372.51 ,MA
1/4/2022,$375.39 ,6854546,$371.99 ,$382.40 ,$371.65 ,MA
1/3/2022,$370.95 ,4714310,$359.79 ,$372.32 ,$359.25 ,MA
12/31/2021,$359.32 ,1983997,$357.95 ,$363.38 ,$356.78 ,MA
12/30/2021,$360.99 ,1557977,$362 ,$364.65 ,$359.11 ,MA
12/29/2021,$361.29 ,1535298,$361.78 ,$363.15 ,$360.19 ,MA
12/28/2021,$360.78 ,1920249,$358.79 ,$364.14 ,$358.41 ,MA
12/27/2021,$360.31 ,2679603,$360 ,$361.08 ,$355.60 ,MA
12/23/2021,$360.58 ,2626991,$357.54 ,$362.47 ,$355 ,MA
12/22/2021,$357.48 ,3456400,$346.58 ,$358.62 ,$346.58 ,MA
12/21/2021,$350.74 ,3105438,$340.33 ,$352 ,$339.37 ,MA
12/20/2021,$337.02 ,5013898,$341.24 ,$343.53 ,$336.23 ,MA
12/17/2021,$349.31 ,5898831,$349.19 ,$352.79 ,$344.12 ,MA
12/16/2021,$352.92 ,5369922,$351.70 ,$353.77 ,$345.12 ,MA
12/15/2021,$346.35 ,4918678,$340 ,$346.59 ,$335.53 ,MA
12/14/2021,$340.55 ,4518478,$345.32 ,$348.21 ,$337.86 ,MA
12/13/2021,$345.31 ,4358322,$349.19 ,$349.53 ,$340.33 ,MA
12/10/2021,$349.92 ,3405910,$347 ,$350.25 ,$344.83 ,MA
12/9/2021,$344.52 ,3389627,$340.05 ,$346.53 ,$339.01 ,MA
12/8/2021,$342.34 ,4226942,$339.23 ,$344.03 ,$334.10 ,MA
12/7/2021,$339.51 ,4939515,$337.30 ,$342.42 ,$337.30 ,MA
12/6/2021,$333.33 ,6054959,$324.75 ,$336.76 ,$322 ,MA
12/3/2021,$322.11 ,4732940,$320.24 ,$322.69 ,$314 ,MA
12/2/2021,$320.20 ,6717594,$309.59 ,$322.20 ,$308.99 ,MA
12/1/2021,$306.28 ,8014842,$320.78 ,$322.02 ,$306 ,MA
11/30/2021,$314.92 ,10237560,$318 ,$320.76 ,$310.11 ,MA
11/29/2021,$323.01 ,6362190,$330.01 ,$331.82 ,$318.25 ,MA
11/26/2021,$324.17 ,6613928,$321.59 ,$326.87 ,$319 ,MA
11/24/2021,$340 ,6414372,$326.95 ,$340.36 ,$325.02 ,MA
11/23/2021,$329 ,7118598,$324.96 ,$329.69 ,$321.69 ,MA
11/22/2021,$321.30 ,11380660,$339.80 ,$341.48 ,$319.76 ,MA
11/19/2021,$339.72 ,6957896,$346 ,$346.65 ,$339.13 ,MA
11/18/2021,$348.22 ,6534921,$360.73 ,$362.48 ,$344.58 ,MA
11/17/2021,$359.17 ,11727270,$359.58 ,$368 ,$351.22 ,MA
11/16/2021,$369.56 ,4969009,$364.77 ,$371.07 ,$362 ,MA
11/15/2021,$361.36 ,4693196,$365.14 ,$371.13 ,$360.66 ,MA
11/12/2021,$363.50 ,4724205,$356.06 ,$363.84 ,$355.93 ,MA
11/11/2021,$354.34 ,4472150,$358.38 ,$359.64 ,$352.57 ,MA
11/10/2021,$357.94 ,6337083,$350.10 ,$359.62 ,$349.50 ,MA
11/9/2021,$344.65 ,4248134,$350 ,$350.20 ,$339.65 ,MA
11/8/2021,$349.67 ,3862207,$348.01 ,$353.15 ,$347.66 ,MA
11/5/2021,$348.79 ,7201499,$342.44 ,$350.16 ,$341 ,MA
11/4/2021,$335.43 ,4819487,$331.07 ,$338.63 ,$329.33 ,MA
11/3/2021,$329.43 ,3952521,$328.50 ,$329.58 ,$323.34 ,MA
11/2/2021,$328.48 ,5375305,$335.13 ,$335.77 ,$326.70 ,MA
11/1/2021,$334.05 ,5126224,$335.25 ,$340.90 ,$332.88 ,MA
10/29/2021,$335.52 ,5843696,$331.24 ,$338.15 ,$331.11 ,MA
10/28/2021,$333.03 ,9505096,$344.17 ,$350.49 ,$328.87 ,MA
10/27/2021,$335.72 ,9652748,$348 ,$351.12 ,$333.80 ,MA
10/26/2021,$357.32 ,3320059,$363.38 ,$367.35 ,$356.81 ,MA
10/25/2021,$360.86 ,2447944,$362.46 ,$364.30 ,$358.79 ,MA
10/22/2021,$358.67 ,2774374,$356.68 ,$361.64 ,$354.90 ,MA
10/21/2021,$356.21 ,2516486,$354.60 ,$356.38 ,$347.27 ,MA
10/20/2021,$356.77 ,2796212,$361.70 ,$362.49 ,$356 ,MA
10/19/2021,$362.10 ,2835441,$358.40 ,$362.29 ,$357.61 ,MA
10/18/2021,$358.44 ,3280888,$353.96 ,$359.94 ,$350.23 ,MA
10/15/2021,$356 ,4053607,$349 ,$356.61 ,$347.74 ,MA
10/14/2021,$344.58 ,4085934,$343.84 ,$345.81 ,$340.83 ,MA
10/13/2021,$342.35 ,3755921,$346.25 ,$349.50 ,$336.98 ,MA
10/12/2021,$345.34 ,3042883,$348.65 ,$350 ,$344.62 ,MA
10/11/2021,$347.15 ,2769768,$353.95 ,$354.88 ,$346.90 ,MA
10/8/2021,$354.96 ,2336909,$356 ,$360.37 ,$354.21 ,MA
10/7/2021,$353.91 ,3209227,$349 ,$357.90 ,$349 ,MA
10/6/2021,$348.69 ,3711983,$340.01 ,$348.88 ,$339.11 ,MA
10/5/2021,$343.21 ,4724056,$347.56 ,$348.57 ,$342.93 ,MA
10/4/2021,$344.20 ,7901488,$359.93 ,$360.65 ,$339.34 ,MA
10/1/2021,$360.18 ,5227260,$349.83 ,$363.18 ,$347.16 ,MA
9/30/2021,$347.68 ,4393567,$354.74 ,$356 ,$347.40 ,MA
9/29/2021,$353.19 ,2808806,$352.81 ,$357.18 ,$352.41 ,MA
9/28/2021,$351.18 ,3266995,$355.50 ,$356 ,$349.05 ,MA
9/27/2021,$356.77 ,4157955,$357.05 ,$362.59 ,$355.16 ,MA
9/24/2021,$358.16 ,3306211,$354.03 ,$359.93 ,$352.76 ,MA
9/23/2021,$354.07 ,4783236,$345.74 ,$354.79 ,$345.20 ,MA
9/22/2021,$343.41 ,3238824,$339.30 ,$343.87 ,$338.54 ,MA
9/21/2021,$337.38 ,2967251,$342.20 ,$343.18 ,$337.28 ,MA
9/20/2021,$339.69 ,3956645,$338.32 ,$341.11 ,$335.62 ,MA
9/17/2021,$343.04 ,5529836,$344 ,$346.00 ,$340.77 ,MA
9/16/2021,$346.31 ,3771291,$345.41 ,$347.68 ,$344.69 ,MA
9/15/2021,$344.75 ,3833527,$347 ,$347.53 ,$342.76 ,MA
9/14/2021,$345.80 ,3282192,$349.68 ,$349.88 ,$345.25 ,MA
9/13/2021,$347.82 ,3234238,$350 ,$351.99 ,$346.36 ,MA
9/10/2021,$347.39 ,3437652,$354.93 ,$355 ,$347.02 ,MA
9/9/2021,$351.41 ,3716196,$350.71 ,$353.64 ,$349.92 ,MA
9/8/2021,$351.04 ,5054473,$345 ,$352 ,$345 ,MA
9/7/2021,$344.71 ,4766496,$344.89 ,$348 ,$343.02 ,MA
9/3/2021,$340.23 ,5172760,$339.93 ,$344.14 ,$338.93 ,MA
9/2/2021,$341.28 ,7413609,$350.51 ,$350.54 ,$339.33 ,MA
9/1/2021,$349.57 ,4499639,$347.38 ,$352.05 ,$347.30 ,MA
8/31/2021,$346.23 ,6780389,$352.94 ,$355.22 ,$344.68 ,MA
8/30/2021,$353.05 ,4032096,$354.80 ,$358.04 ,$352.25 ,MA
8/27/2021,$355.73 ,3698298,$352.46 ,$356.50 ,$351.65 ,MA
8/26/2021,$352.86 ,3946332,$358 ,$358.20 ,$351.80 ,MA
8/25/2021,$359.10 ,2340361,$361.96 ,$362.40 ,$358.50 ,MA
8/24/2021,$361.78 ,3032033,$363.03 ,$366.10 ,$361.47 ,MA
8/23/2021,$361.01 ,3537868,$357.47 ,$362.24 ,$356.75 ,MA
8/20/2021,$354.99 ,4135879,$357.36 ,$358.32 ,$353.33 ,MA
8/19/2021,$357.31 ,2727913,$356.90 ,$360.14 ,$354.72 ,MA
8/18/2021,$360.95 ,2774545,$361.18 ,$365.68 ,$360.59 ,MA
8/17/2021,$363.23 ,2812781,$362 ,$364.46 ,$359.79 ,MA
8/16/2021,$363.56 ,2937742,$360.50 ,$363.81 ,$356.62 ,MA
8/13/2021,$362.75 ,2304638,$362.26 ,$363.50 ,$360.63 ,MA
8/12/2021,$361.98 ,3803216,$362.57 ,$363.22 ,$357.85 ,MA
8/11/2021,$364.24 ,3267708,$368.55 ,$369.96 ,$363.75 ,MA
8/10/2021,$367.84 ,3225280,$372.29 ,$372.75 ,$364.11 ,MA
8/9/2021,$370.68 ,2400796,$374.19 ,$374.50 ,$368.89 ,MA
8/6/2021,$374.53 ,2038730,$371.42 ,$375.50 ,$371 ,MA
8/5/2021,$371.94 ,2562647,$368.20 ,$371.96 ,$367 ,MA
8/4/2021,$368.01 ,3203182,$367.28 ,$369.26 ,$363.43 ,MA
8/3/2021,$367.60 ,6328497,$376.66 ,$376.67 ,$359.57 ,MA
8/2/2021,$375.26 ,3430303,$389.30 ,$389.98 ,$373.80 ,MA
7/30/2021,$385.94 ,2533294,$389 ,$389 ,$383.08 ,MA
7/29/2021,$388.81 ,3774017,$387.50 ,$394.74 ,$387.50 ,MA
7/28/2021,$383.44 ,3372571,$391.62 ,$391.73 ,$382.33 ,MA
7/27/2021,$390.27 ,2783822,$390 ,$395.28 ,$385.89 ,MA
7/26/2021,$392.80 ,2285814,$391.67 ,$392.89 ,$388.27 ,MA
7/23/2021,$393.26 ,3720272,$385.09 ,$394.50 ,$385.09 ,MA
7/22/2021,$382.16 ,4180644,$380.30 ,$382.86 ,$377.05 ,MA
7/21/2021,$380.06 ,2393131,$376.03 ,$380.90 ,$375.05 ,MA
7/20/2021,$374.39 ,3542605,$367 ,$376.60 ,$365.27 ,MA
7/19/2021,$365.45 ,6814430,$378 ,$378.60 ,$363.37 ,MA
7/16/2021,$387.12 ,2706530,$393.15 ,$393.46 ,$385.33 ,MA
7/15/2021,$390.23 ,3772968,$390.14 ,$393.30 ,$387.45 ,MA
7/14/2021,$390.80 ,4140829,$382.98 ,$391.63 ,$382.98 ,MA
7/13/2021,$383.71 ,5161005,$375.55 ,$386.64 ,$375.55 ,MA
7/12/2021,$375.56 ,2648393,$375 ,$376.07 ,$372.08 ,MA
7/9/2021,$372.94 ,2404802,$371.85 ,$373.48 ,$369.89 ,MA
7/8/2021,$370.19 ,2808993,$367.50 ,$370.59 ,$365.65 ,MA
7/7/2021,$373.92 ,3176557,$376.79 ,$378.15 ,$372.45 ,MA
7/6/2021,$376.12 ,2740460,$376.65 ,$378.24 ,$371.50 ,MA
7/2/2021,$375.03 ,2787034,$372.69 ,$375.49 ,$372.15 ,MA
7/1/2021,$370.71 ,3108496,$366.05 ,$371.21 ,$365.60 ,MA
6/30/2021,$365.09 ,2884914,$367.95 ,$370.17 ,$364.27 ,MA
6/29/2021,$368 ,3394538,$369.01 ,$371.39 ,$367.91 ,MA
6/28/2021,$367.68 ,4800274,$380.92 ,$380.92 ,$365.12 ,MA
6/25/2021,$379.61 ,3983881,$375.45 ,$379.65 ,$373.33 ,MA
6/24/2021,$374.75 ,2788325,$379 ,$380.06 ,$372.90 ,MA
6/23/2021,$375.14 ,2241911,$378 ,$378.72 ,$374.29 ,MA
6/22/2021,$378.04 ,3582650,$373.99 ,$378.76 ,$372.02 ,MA
6/21/2021,$373.09 ,3094644,$368.62 ,$376.45 ,$366.20 ,MA
6/18/2021,$367.42 ,5009378,$362.12 ,$370.38 ,$362 ,MA
6/17/2021,$367.29 ,3824917,$363.50 ,$369.15 ,$361.23 ,MA
6/16/2021,$363.82 ,3081046,$369.38 ,$369.38 ,$361.30 ,MA
6/15/2021,$368.12 ,3562471,$367.34 ,$368.75 ,$362.74 ,MA
6/14/2021,$366.52 ,2515618,$366 ,$366.63 ,$362.10 ,MA
6/11/2021,$365.50 ,2708482,$365.54 ,$366.85 ,$363.80 ,MA
6/10/2021,$364.30 ,2460441,$364.69 ,$365.64 ,$361.96 ,MA
6/9/2021,$363.33 ,2521216,$366.94 ,$369.32 ,$363.33 ,MA
6/8/2021,$365.26 ,3224152,$365 ,$367.68 ,$363.23 ,MA
6/7/2021,$364.08 ,2133427,$367.80 ,$371.35 ,$363.28 ,MA
6/4/2021,$366.02 ,2295380,$364.31 ,$366.63 ,$363.70 ,MA
6/3/2021,$361.82 ,2606231,$363.36 ,$366.69 ,$361.73 ,MA
6/2/2021,$366.85 ,3531164,$363.53 ,$371.17 ,$362.88 ,MA
6/1/2021,$359.79 ,3119928,$364.48 ,$365.40 ,$359.54 ,MA
5/28/2021,$360.58 ,3625914,$363.50 ,$365.41 ,$360.42 ,MA
5/27/2021,$362 ,5416264,$364.55 ,$366.40 ,$360.54 ,MA
5/26/2021,$362.65 ,3101919,$369 ,$369.91 ,$362.05 ,MA
5/25/2021,$367.22 ,3916510,$373.13 ,$373.75 ,$366.82 ,MA
5/24/2021,$372.38 ,2351777,$370.08 ,$373.74 ,$369.64 ,MA
5/21/2021,$367.60 ,2708772,$369.14 ,$372.53 ,$367.46 ,MA
5/20/2021,$367.70 ,4087452,$362.94 ,$369.41 ,$362.49 ,MA
5/19/2021,$360.98 ,3578231,$357.33 ,$361.15 ,$355.37 ,MA
5/18/2021,$363.07 ,3421210,$367 ,$369.84 ,$362.88 ,MA
5/17/2021,$363.30 ,2511536,$362.30 ,$364.06 ,$358.06 ,MA
5/14/2021,$363.91 ,2959734,$363.03 ,$364.71 ,$361.49 ,MA
5/13/2021,$360.02 ,2626369,$359.33 ,$362.84 ,$357.92 ,MA
5/12/2021,$356.62 ,3293468,$364.75 ,$365.38 ,$355.64 ,MA
5/11/2021,$367.61 ,3073389,$361.01 ,$368.93 ,$359.27 ,MA
5/10/2021,$366.34 ,3193732,$375.79 ,$376 ,$365.41 ,MA
5/7/2021,$375.40 ,2936035,$377.26 ,$378.64 ,$373.56 ,MA
5/6/2021,$375.48 ,3787276,$371.14 ,$375.73 ,$365.70 ,MA
5/5/2021,$369.14 ,2342039,$377.93 ,$379.64 ,$368.03 ,MA
5/4/2021,$375.91 ,3321356,$377.07 ,$378.21 ,$371.58 ,MA
5/3/2021,$379.40 ,3344081,$385.47 ,$386.87 ,$376.85 ,MA
4/30/2021,$382.06 ,4043225,$382.86 ,$385 ,$375.61 ,MA
4/29/2021,$388.95 ,4637096,$391.50 ,$392.39 ,$383.81 ,MA
4/28/2021,$395.65 ,4065306,$390.70 ,$401.50 ,$390.70 ,MA
4/27/2021,$389.07 ,2270000,$388.22 ,$390.43 ,$386.14 ,MA
4/26/2021,$387.47 ,2255026,$387.83 ,$392.94 ,$387.10 ,MA
4/23/2021,$387.06 ,2295300,$384.35 ,$389.88 ,$383.46 ,MA
4/22/2021,$383.36 ,3713712,$383.08 ,$389.50 ,$381.99 ,MA
4/21/2021,$383.10 ,2466385,$378.59 ,$384.10 ,$376.67 ,MA
4/20/2021,$376.63 ,3135947,$380.19 ,$381.31 ,$373.56 ,MA
4/19/2021,$382.16 ,3361053,$384.90 ,$387.74 ,$381.32 ,MA
4/16/2021,$386.17 ,2725766,$389 ,$389.10 ,$383.67 ,MA
4/15/2021,$386.49 ,2942155,$381.17 ,$387.37 ,$380.97 ,MA
4/14/2021,$378.32 ,2317388,$377 ,$380.95 ,$375.60 ,MA
4/13/2021,$378.13 ,2652779,$379.06 ,$380.10 ,$376.80 ,MA
4/12/2021,$379.84 ,2896632,$378.08 ,$380.94 ,$376.18 ,MA
4/9/2021,$380.08 ,2429302,$376.08 ,$380.35 ,$374.44 ,MA
4/8/2021,$377.74 ,3528391,$373 ,$379.31 ,$372.75 ,MA
4/7/2021,$371.08 ,2958447,$369.14 ,$373.96 ,$369 ,MA
4/6/2021,$369.57 ,2662240,$364.90 ,$370.75 ,$362.50 ,MA
4/5/2021,$368.32 ,2180282,$366.80 ,$370.52 ,$364.34 ,MA
4/1/2021,$363.30 ,3701843,$357.04 ,$363.40 ,$355.24 ,MA
3/31/2021,$356.05 ,4372765,$359.59 ,$361.50 ,$355.78 ,MA
3/30/2021,$358.20 ,2885757,$360.78 ,$364.57 ,$357.10 ,MA
3/29/2021,$362.91 ,4055044,$364.24 ,$365.35 ,$358.61 ,MA
3/26/2021,$366.14 ,2741425,$359.93 ,$366.61 ,$357.26 ,MA
3/25/2021,$358.36 ,2961996,$358.01 ,$359.47 ,$354.15 ,MA
3/24/2021,$359.65 ,3549982,$357.08 ,$364.99 ,$356 ,MA
3/23/2021,$355.27 ,3756440,$359.30 ,$359.30 ,$353.51 ,MA
3/22/2021,$358.40 ,4140708,$355.94 ,$361.65 ,$354 ,MA
3/19/2021,$356.51 ,12224320,$364.80 ,$366.28 ,$350.14 ,MA
3/18/2021,$367 ,7205724,$375.03 ,$375.48 ,$365.04 ,MA
3/17/2021,$378.68 ,3240916,$381.85 ,$385.10 ,$375.87 ,MA
3/16/2021,$382.38 ,3445088,$382.70 ,$385.28 ,$378.69 ,MA
3/15/2021,$381.76 ,4216398,$383.31 ,$387.86 ,$378.64 ,MA
3/12/2021,$382.71 ,2467524,$381.14 ,$383.93 ,$379.24 ,MA
3/11/2021,$384.38 ,3729655,$385.50 ,$389.50 ,$382.60 ,MA
3/10/2021,$381.70 ,4509457,$376.60 ,$384 ,$373 ,MA
3/9/2021,$376.52 ,5832779,$375 ,$387.32 ,$372.72 ,MA
3/8/2021,$371.33 ,7213336,$362.40 ,$382.46 ,$361.79 ,MA
3/5/2021,$360.88 ,4643227,$354.92 ,$361.79 ,$346.42 ,MA
3/4/2021,$349.50 ,4571998,$360.10 ,$361.63 ,$344.68 ,MA
3/3/2021,$360.25 ,3692276,$360 ,$365.43 ,$355.45 ,MA
3/2/2021,$362.82 ,3559271,$362 ,$366.61 ,$359.34 ,MA
3/1/2021,$362.90 ,4383130,$360.68 ,$366.45 ,$359.18 ,MA
2/26/2021,$353.85 ,4868472,$357.08 ,$359.39 ,$347.12 ,MA
2/25/2021,$354.57 ,5207519,$364.56 ,$367.32 ,$352.21 ,MA
2/24/2021,$367.32 ,7467407,$352.87 ,$368.79 ,$350.57 ,MA
2/23/2021,$350.42 ,6326937,$340.65 ,$354.28 ,$338.41 ,MA
2/22/2021,$340.66 ,4940348,$330 ,$344.12 ,$328.77 ,MA
2/19/2021,$333.17 ,4095761,$338.44 ,$339.00 ,$331 ,MA
2/18/2021,$338.46 ,2394934,$334.49 ,$339.95 ,$332.84 ,MA
2/17/2021,$337.33 ,2267080,$339.04 ,$340.38 ,$335.84 ,MA
2/16/2021,$341.21 ,2917059,$343.20 ,$344 ,$338.07 ,MA
2/12/2021,$341 ,3025276,$341.33 ,$343.12 ,$336.70 ,MA
2/11/2021,$342.87 ,5110767,$345.50 ,$349.59 ,$340.25 ,MA
2/10/2021,$334.21 ,4246298,$335 ,$335.47 ,$332.25 ,MA
2/9/2021,$333.44 ,2993284,$335.95 ,$336.22 ,$330 ,MA
2/8/2021,$337.03 ,2652788,$340 ,$341.49 ,$335.53 ,MA
2/5/2021,$338.75 ,2964784,$342.52 ,$344.33 ,$337.39 ,MA
2/4/2021,$340.83 ,4537693,$335.37 ,$343.25 ,$335.06 ,MA
2/3/2021,$332.82 ,4036757,$333.84 ,$336 ,$331.07 ,MA
2/2/2021,$334.37 ,5686040,$323.45 ,$336.16 ,$323.45 ,MA
2/1/2021,$321.56 ,4930713,$320.91 ,$323.52 ,$317.58 ,MA
1/29/2021,$316.29 ,7627177,$323.80 ,$325.68 ,$312.38 ,MA
1/28/2021,$324.28 ,6906363,$327.09 ,$329 ,$321.98 ,MA
1/27/2021,$315.49 ,7449381,$320.36 ,$323 ,$313.12 ,MA
1/26/2021,$327.70 ,3503147,$330 ,$330.54 ,$325.82 ,MA
1/25/2021,$329.19 ,6257704,$327.51 ,$329.95 ,$317.23 ,MA
1/22/2021,$328.99 ,3846597,$330.39 ,$335.15 ,$328.91 ,MA
1/21/2021,$334.44 ,3487267,$334.41 ,$336.86 ,$331.75 ,MA
1/20/2021,$334.91 ,5081012,$329.99 ,$337.93 ,$329.13 ,MA
1/19/2021,$325.94 ,4625193,$326.99 ,$329.13 ,$324.66 ,MA
1/15/2021,$323.26 ,7911519,$327.54 ,$329.69 ,$321.88 ,MA
1/14/2021,$326.93 ,8712154,$348.69 ,$349.58 ,$326.69 ,MA
1/13/2021,$346.33 ,4126032,$349.61 ,$349.76 ,$344.23 ,MA
1/12/2021,$342.92 ,4858101,$347.08 ,$348 ,$336.03 ,MA
1/11/2021,$348.20 ,2403454,$352.11 ,$353.42 ,$347.79 ,MA
1/8/2021,$353.85 ,3371500,$351.36 ,$354.98 ,$349.49 ,MA
1/7/2021,$349.86 ,3100154,$348.95 ,$352.37 ,$348.38 ,MA
1/6/2021,$347.55 ,3967023,$350.42 ,$354.03 ,$344.56 ,MA
1/5/2021,$347.42 ,2990661,$348.80 ,$353 ,$345.44 ,MA
1/4/2021,$351.49 ,4638353,$358 ,$358.13 ,$347.36 ,MA
12/31/2020,$356.94 ,2881763,$355.03 ,$359.41 ,$353.25 ,MA
12/30/2020,$355.55 ,4200633,$348.68 ,$357.82 ,$347.21 ,MA
12/29/2020,$346.66 ,2823004,$347.78 ,$348.75 ,$344.76 ,MA
12/28/2020,$344.47 ,3449092,$337.86 ,$345.59 ,$336.87 ,MA
12/24/2020,$336 ,1308938,$330.65 ,$336.37 ,$330.35 ,MA
12/23/2020,$329.23 ,2760577,$334.13 ,$335.21 ,$329.03 ,MA
12/22/2020,$332.24 ,2404432,$334.16 ,$335.22 ,$331.60 ,MA
12/21/2020,$334.37 ,3642516,$333.21 ,$336.15 ,$327.24 ,MA
12/18/2020,$340.33 ,8443730,$336.51 ,$341.60 ,$334.35 ,MA
12/17/2020,$336.90 ,2725483,$334.54 ,$338.33 ,$333.40 ,MA
12/16/2020,$332.10 ,3393284,$333.96 ,$334 ,$329.25 ,MA
12/15/2020,$333.65 ,3106678,$333.16 ,$335.22 ,$327.62 ,MA
12/14/2020,$331.15 ,3552615,$329 ,$338.75 ,$327.59 ,MA
12/11/2020,$327.42 ,4178111,$327.09 ,$331.57 ,$325.53 ,MA
12/10/2020,$331.52 ,3506826,$334.65 ,$335.54 ,$331.19 ,MA
12/9/2020,$336.85 ,2962586,$340.41 ,$341.71 ,$334.69 ,MA
12/8/2020,$340.79 ,2224649,$338.28 ,$342.83 ,$336.70 ,MA
12/7/2020,$340.96 ,2389808,$343.36 ,$347.99 ,$340.05 ,MA
12/4/2020,$344.35 ,4323636,$336.92 ,$344.35 ,$335.80 ,MA
12/3/2020,$335.14 ,3080295,$338.56 ,$342.32 ,$334.12 ,MA
12/2/2020,$340.22 ,2972421,$336.78 ,$340.24 ,$334 ,MA
12/1/2020,$338.88 ,4210598,$339.67 ,$342.63 ,$337.62 ,MA
11/30/2020,$336.51 ,4276207,$337.66 ,$338.05 ,$330.18 ,MA
11/27/2020,$339.07 ,1402271,$342.83 ,$342.88 ,$337.61 ,MA
11/25/2020,$341.32 ,2535198,$343.71 ,$343.71 ,$339.34 ,MA
11/24/2020,$342.39 ,3530834,$336.91 ,$344.11 ,$334.12 ,MA
11/23/2020,$332.04 ,3220817,$326.21 ,$333.20 ,$324.37 ,MA
11/20/2020,$323 ,4144864,$334.78 ,$335.16 ,$323 ,MA
11/19/2020,$333.88 ,2718742,$335.49 ,$339.16 ,$331.42 ,MA
11/18/2020,$335.94 ,3203424,$336.53 ,$340.95 ,$334.86 ,MA
11/17/2020,$336.50 ,3412853,$333.17 ,$337.77 ,$330.72 ,MA
11/16/2020,$335.45 ,3313117,$341.80 ,$342.65 ,$333.17 ,MA
